genre,movie_id
Action,49049
Science Fiction,49049
Fantasy,353491
Action,353491
Science Fiction,353491
Fantasy,81005
Action,81005
Adventure,81005
Family,81005
Horror,201085
Romance,201085
Drama,60308
Comedy,8321
Drama,8321
Crime,8321
Fantasy,27022
Adventure,27022
Action,27022
Drama,22803
Crime,22803
Thriller,22803
Comedy,634
Romance,634
Drama,634
Horror,5876
Science Fiction,5876
Thriller,5876
Romance,6114
Horror,6114
Action,415
Science Fiction,415
Adventure,415
Comedy,415
Crime,23168
Drama,23168
Thriller,23168
Horror,377
Drama,10545
Animation,10545
Family,10545
Action,138103
Adventure,138103
Thriller,138103
Fantasy,297
Drama,297
Romance,297
Animation,324849
Action,324849
Comedy,324849
Family,324849
Animation,324849
Action,324849
Comedy,324849
Family,324849
Comedy,1581
Romance,1581
Animation,11360
Family,11360
Romance,544
Comedy,544
Comedy,9880
Family,9880
Romance,9880
Adventure,253412
Drama,253412
History,253412
Comedy,2770
Romance,2770
Drama,97367
Crime,97367
Fantasy,1491
Drama,1491
Thriller,1491
Romance,1491
Crime,4547
Drama,4547
Thriller,4547
Family,5559
Animation,5559
Adventure,5559
Comedy,5559
Comedy,308266
Crime,308266
Drama,308266
Animation,7443
Comedy,7443
Family,7443
Action,343611
Thriller,343611
Action,88751
Science Fiction,88751
Adventure,88751
Comedy,88751
Family,88751
Drama,310307
History,310307
Crime,2118
Mystery,2118
Thriller,2118
Comedy,693
Romance,693
Action,117251
Drama,117251
Thriller,117251
Action,267860
Thriller,267860
Comedy,52449
Action,7485
Drama,7485
Mystery,7485
Thriller,7485
Crime,7485
Action,23629
Fantasy,23629
Thriller,23629
Adventure,563
Action,563
Thriller,563
Science Fiction,563
Comedy,41630
Romance,41630
Action,2109
Comedy,2109
Crime,2109
Horror,298312
Mystery,298312
Adventure,1265
Drama,1265
Family,1265
Action,7551
Thriller,7551
Science Fiction,7551
Horror,2667
Mystery,2667
Comedy,433
Family,433
Fantasy,433
Comedy,10947
Drama,10947
Family,10947
Music,10947
Romance,10947
TV Movie,10947
Animation,10865
Family,10865
Adventure,10865
Science Fiction,10865
Thriller,431
Science Fiction,431
Mystery,431
Crime,9740
Drama,9740
Thriller,9740
Adventure,14869
Action,14869
Thriller,14869
Science Fiction,14869
Drama,8065
Crime,8065
Horror,376570
Thriller,376570
Comedy,14306
Family,14306
Thriller,34544
Action,34544
Adventure,34544
Comedy,34544
Crime,34544
Thriller,320
Crime,320
Comedy,4944
Drama,4944
Fantasy,123553
Action,123553
Mystery,123553
Fantasy,8839
Comedy,8839
Family,8839
Crime,1830
Drama,1830
Thriller,1830
Action,20662
Adventure,20662
Drama,20662
Adventure,2268
Fantasy,2268
Adventure,147441
Drama,147441
Action,147441
Action,369885
Drama,369885
War,369885
Romance,369885
Thriller,369885
Comedy,4248
Fantasy,7980
Drama,7980
Animation,9023
Adventure,9023
Comedy,9023
Family,9023
Drama,9023
Adventure,1878
Drama,1878
Comedy,1878
Action,9802
Adventure,9802
Thriller,9802
Drama,227156
Science Fiction,227156
Horror,109428
Drama,296524
Action,296524
Romance,272693
Comedy,272693
Animation,9928
Comedy,9928
Family,9928
Science Fiction,9928
Drama,133805
Horror,133805
Drama,339988
Thriller,339988
Science Fiction,339988
Action,305470
Adventure,305470
Science Fiction,305470
Science Fiction,38050
Thriller,38050
Romance,38050
Crime,1427
Fantasy,1427
Drama,1427
Drama,59440
Action,59440
Adventure,2493
Family,2493
Fantasy,2493
Comedy,2493
Romance,2493
Comedy,9428
Drama,9428
Adventure,278154
Animation,278154
Family,278154
Comedy,278154
Science Fiction,278154
Comedy,325133
Adventure,941
Action,941
Comedy,941
Thriller,941
Crime,941
Thriller,97630
Drama,97630
History,97630
Action,7299
Science Fiction,7299
Thriller,7299
Comedy,2907
Fantasy,2907
Action,37834
Comedy,37834
Family,7518
Comedy,7518
Animation,7518
Comedy,71552
Adventure,8916
Animation,8916
Comedy,8916
Family,8916
Comedy,6477
Family,6477
Fantasy,6477
Animation,6477
Crime,11322
Action,11322
Comedy,291870
Western,338766
Crime,338766
Drama,338766
Action,134374
Crime,134374
Comedy,134374
Adventure,1735
Action,1735
Fantasy,1735
Drama,203833
Comedy,55721
Romance,55721
Comedy,9398
Drama,792
War,792
Action,792
Drama,302401
History,302401
Crime,302401
Thriller,302401
Mystery,9637
Adventure,9637
Comedy,9637
Family,10137
Fantasy,10137
Comedy,10137
Adventure,10137
Thriller,2787
Science Fiction,2787
Action,2787
Comedy,9522
Romance,9522
Fantasy,224141
Comedy,224141
Comedy,813
Romance,138697
Comedy,138697
Drama,138697
Action,136797
Crime,136797
Drama,136797
Thriller,136797
Crime,9366
Drama,9366
Thriller,9366
Comedy,10830
Family,10830
Science Fiction,10830
Drama,1907
Adventure,1907
Romance,1907
Thriller,1907
Drama,686
Science Fiction,686
Mystery,686
Drama,249164
Drama,45317
Drama,615
Comedy,9603
Romance,9603
Horror,214
Thriller,214
Crime,214
Horror,3021
Mystery,3021
Thriller,3021
Crime,4133
Drama,4133
Comedy,583
Western,33
Comedy,492
Drama,492
Fantasy,492
Horror,1577
Action,1577
Science Fiction,1577
Fantasy,2698
Comedy,2698
Family,2698
Adventure,72545
Action,72545
Science Fiction,72545
Drama,22971
Romance,22971
War,22971
Comedy,116741
Comedy,109418
War,193756
Action,193756
Drama,193756
History,193756
Drama,51828
Romance,51828
Drama,9800
Fantasy,57165
Adventure,57165
Adventure,9659
Action,9659
Thriller,9659
Science Fiction,9659
Horror,132232
Drama,321697
History,321697
Comedy,376659
Crime,9533
Drama,9533
Thriller,9533
Horror,588
Mystery,588
Horror,1562
Thriller,1562
Science Fiction,1562
Crime,3580
Drama,3580
Mystery,3580
Drama,227306
War,227306
Comedy,225886
Comedy,356305
Drama,1578
Comedy,227159
Drama,63311
Horror,63311
Mystery,63311
Thriller,63311
Action,7451
Adventure,7451
Thriller,7451
Science Fiction,1452
Action,1452
Adventure,1452
Action,4327
Adventure,4327
Comedy,4327
Crime,4327
Thriller,4327
Drama,4347
Romance,4347
Science Fiction,840
Drama,840
History,279
Music,279
Drama,279
Adventure,581
Drama,581
Western,581
Comedy,376660
Drama,376660
Action,27581
Comedy,27581
Crime,27581
Drama,274479
Comedy,274479
Thriller,205775
Drama,205775
Adventure,205775
Action,205775
History,205775
Drama,22954
History,22954
Comedy,8699
Action,136400
Comedy,136400
Crime,136400
Family,270946
Animation,270946
Adventure,270946
Comedy,270946
Action,5503
Thriller,5503
Drama,5503
Action,205584
Adventure,205584
Fantasy,205584
Music,525
Comedy,525
Action,525
Crime,525
Mystery,1903
Science Fiction,1903
Romance,1903
Fantasy,1903
Thriller,1903
Drama,1903
Crime,82682
Drama,82682
Action,82682
Thriller,82682
Adventure,9016
Animation,9016
Family,9016
Fantasy,9016
Science Fiction,9016
Adventure,134
Comedy,134
Crime,134
Drama,72570
Romance,72570
Horror,7737
Action,7737
Science Fiction,7737
Science Fiction,87421
Action,87421
Thriller,87421
Comedy,8273
Romance,8273
Drama,10229
Romance,10229
Drama,6947
Mystery,6947
Thriller,6947
Crime,9273
Comedy,9273
Adventure,9273
Fantasy,52520
Action,52520
Horror,52520
Drama,116
Thriller,116
Crime,116
Romance,116
Drama,1495
Action,1495
Adventure,1495
History,1495
War,1495
Western,391
Action,72710
Adventure,72710
Science Fiction,72710
Action,1701
Thriller,1701
Crime,1701
Action,146216
Comedy,146216
Crime,146216
Thriller,146216
Comedy,4256
Drama,205587
Adventure,2270
Fantasy,2270
Romance,2270
Family,2270
Drama,103663
Drama,186
Thriller,186
Crime,186
Mystery,186
Science Fiction,34851
Action,34851
Thriller,34851
Action,2789
Science Fiction,2789
Drama,76
Romance,76
Fantasy,834
Action,834
Thriller,834
Fantasy,8698
Action,8698
Thriller,8698
Science Fiction,8698
Fantasy,49524
Action,49524
Comedy,49524
Action,136795
Comedy,136795
Crime,136795
Action,9342
Adventure,9342
Fantasy,228161
Comedy,228161
Animation,228161
Science Fiction,228161
Family,228161
Drama,770
War,770
Romance,770
Action,5175
Comedy,5175
Crime,5175
Horror,4233
Mystery,4233
Action,10196
Adventure,10196
Fantasy,10196
Action,36955
Thriller,36955
Comedy,4964
Romance,4964
Drama,4964
Action,71679
Horror,71679
Science Fiction,71679
Horror,9358
Mystery,9358
Thriller,869
Science Fiction,869
Action,869
Adventure,869
Romance,1587
Drama,1587
Animation,9297
Comedy,9297
Family,9297
Fantasy,9297
Action,90
Comedy,90
Crime,90
Adventure,9837
Animation,9837
Drama,9837
Family,9837
Comedy,10719
Family,10719
Fantasy,10719
Drama,122081
Crime,122081
Animation,9982
Family,9982
Comedy,9982
Comedy,8835
Romance,8835
Comedy,3981
Romance,3981
Horror,345911
Thriller,345911
Mystery,345911
Horror,924
Action,924
Comedy,86838
Crime,86838
Drama,277216
Music,277216
History,277216
Action,48138
Mystery,48138
Thriller,48138
Drama,417678
Romance,417678
Adventure,7453
Comedy,7453
Science Fiction,7453
Comedy,1493
Crime,1493
Action,1493
Action,36648
Horror,36648
Fantasy,36648
Horror,764
Comedy,270487
Crime,270487
Comedy,198277
Music,198277
Romance,198277
Drama,198277
Drama,71
Comedy,71
Music,71
Drama,75174
Thriller,75174
Action,75174
Adventure,75174
Horror,321258
Thriller,321258
Mystery,321258
Comedy,703
Drama,703
Romance,703
Action,7555
Thriller,7555
War,7555
Western,938
Drama,2024
History,2024
War,2024
Action,2024
Adventure,9313
Action,9313
Drama,9313
Fantasy,9495
Action,9495
Thriller,9495
Drama,64686
Action,64686
Fantasy,64686
Drama,4148
Romance,4148
Comedy,13649
Drama,13649
Family,13649
Music,13649
Romance,13649
TV Movie,13649
Crime,189
Action,189
Thriller,189
Action,71676
Fantasy,71676
Thriller,71676
Crime,276907
Thriller,276907
Drama,805
Horror,805
Thriller,805
Action,35791
Adventure,35791
Horror,35791
Science Fiction,35791
Thriller,301365
Horror,301365
Animation,41513
Family,41513
Adventure,41513
Comedy,41513
Fantasy,41513
History,72976
Drama,72976
Adventure,257445
Horror,257445
Comedy,257445
Horror,9286
Mystery,9286
Action,1369
Adventure,1369
Thriller,1369
War,1369
Adventure,9392
Horror,9392
Comedy,12153
Crime,12153
Mystery,2832
Thriller,2832
Comedy,2123
Music,9762
Drama,9762
Romance,9762
Crime,9762
Comedy,40807
Drama,40807
Comedy,9919
Romance,9919
Action,9798
Drama,9798
Thriller,9798
Adventure,11619
Animation,11619
Comedy,11619
Family,11619
Comedy,10330
Family,10330
Fantasy,10330
Family,10501
Adventure,10501
Animation,10501
Comedy,10501
Fantasy,10501
Action,10483
Thriller,10483
Science Fiction,10483
Comedy,296099
Action,10189
Comedy,10189
Crime,10189
Science Fiction,1924
Action,1924
Adventure,1924
Science Fiction,1924
Action,1924
Adventure,1924
Adventure,20766
Drama,20766
Drama,613
History,613
War,613
Drama,7350
Comedy,7350
Drama,5038
Romance,5038
Romance,258480
Drama,258480
Crime,829
Drama,829
Mystery,829
Thriller,829
Drama,3558
Horror,19994
Comedy,19994
Drama,1164
Fantasy,346672
Action,346672
Thriller,346672
Horror,346672
Action,1948
Thriller,1948
Crime,1948
Drama,77877
Romance,77877
Drama,11778
War,11778
Drama,1272
Science Fiction,1272
Thriller,1272
Comedy,3082
Drama,3082
Thriller,1817
Crime,4771
Drama,4771
Mystery,4771
Drama,2253
Thriller,2253
War,2253
Comedy,10184
Romance,10184
Drama,10184
Animation,153518
Adventure,153518
Comedy,153518
Drama,23169
Romance,23169
Animation,313297
Adventure,313297
Family,313297
Drama,866
Comedy,116149
Adventure,116149
Family,116149
Fantasy,274854
Action,274854
Adventure,274854
Horror,663
Thriller,663
Crime,663
Comedy,193610
Romance,193610
Adventure,9804
Action,9804
Science Fiction,9804
Drama,12163
Romance,12163
Mystery,1586
Thriller,1586
Science Fiction,2277
Drama,2277
Drama,22947
Romance,22947
War,152760
Drama,152760
History,152760
Action,152760
Drama,582
Thriller,582
Action,11665
Comedy,11665
Thriller,11665
Crime,4147
Drama,4147
Thriller,4147
Horror,1690
Family,136799
Animation,136799
Fantasy,136799
Adventure,136799
Comedy,136799
Music,136799
Comedy,11887
Romance,11887
Drama,11887
Family,11887
Music,11887
Comedy,20943
Romance,20943
Horror,41446
Mystery,41446
Fantasy,2280
Drama,2280
Comedy,2280
Romance,2280
Family,2280
Drama,87093
Action,59961
Thriller,59961
Drama,853
War,853
History,853
Drama,65086
Horror,65086
Thriller,65086
Adventure,646
Action,646
Thriller,646
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Action,12244
Adventure,12244
Animation,12244
Science Fiction,12244
Thriller,12244
Comedy,347031
Drama,347031
Romance,347031
Fantasy,347031
Adventure,347031
Adventure,658
Action,658
Thriller,658
Thriller,8271
Drama,8271
Mystery,8271
Thriller,8645
Science Fiction,8645
Drama,397837
Mystery,397837
Thriller,397837
Fantasy,397837
Action,308531
Adventure,308531
Comedy,308531
Family,308531
Science Fiction,308531
Western,5176
Crime,819
Drama,819
Thriller,819
Drama,334
Thriller,1213
Crime,1213
Drama,1213
Action,44048
Thriller,44048
Drama,160588
Comedy,232672
Romance,232672
War,300671
Action,300671
History,300671
Drama,300671
Action,204082
Thriller,204082
Drama,62215
Science Fiction,62215
Science Fiction,16320
Action,16320
Adventure,16320
Thriller,16320
Animation,172385
Adventure,172385
Comedy,172385
Family,172385
Action,1089
Thriller,1089
Crime,1089
Adventure,36669
Action,36669
Thriller,36669
Drama,35690
Family,35690
Romance,35690
Drama,1640
Drama,7445
Thriller,7445
War,7445
Comedy,10591
Romance,10591
Drama,881
Science Fiction,44943
Action,44943
Drama,9481
Mystery,9481
Thriller,9481
Crime,9481
Drama,1246
Horror,277685
Mystery,277685
Thriller,277685
Action,59962
Comedy,59962
Romance,59962
Action,10054
Comedy,10054
Family,10054
Adventure,10054
War,57212
History,57212
Drama,57212
Adventure,57212
Horror,4234
Mystery,4234
Drama,1955
History,1955
Comedy,109431
Crime,109431
Adventure,9486
Action,9486
Comedy,9486
Drama,295964
Adventure,267935
Family,267935
Fantasy,267935
Drama,10200
Science Fiction,10200
Thriller,10200
Comedy,9870
Romance,9870
Drama,9870
Thriller,97370
Science Fiction,97370
Drama,97370
Comedy,353616
Music,353616
Action,50456
Thriller,50456
Adventure,50456
Comedy,140823
Drama,140823
History,140823
Drama,258230
Fantasy,258230
Drama,2288
Romance,2288
Drama,261023
Crime,261023
History,261023
Horror,256274
Thriller,256274
Horror,11917
Thriller,11917
Crime,11917
Action,13387
Adventure,13387
Thriller,13387
Crime,13387
Horror,55779
Mystery,55779
Action,72331
Fantasy,72331
Horror,72331
Family,252
Fantasy,252
Comedy,252
Action,2164
Adventure,2164
Science Fiction,2164
Action,314
Fantasy,314
Mystery,314
Crime,314
Thriller,1598
Action,8487
Adventure,8487
Comedy,8487
Science Fiction,8487
Western,8487
Science Fiction,816
Comedy,816
Crime,816
Action,278924
Crime,278924
Thriller,278924
Drama,80
Romance,80
Comedy,9291
Drama,7735
Thriller,7735
Comedy,392
Drama,392
Romance,392
Action,76649
Adventure,76649
History,76649
Romance,76649
Drama,76649
Animation,77950
Family,77950
Action,23631
Comedy,23631
Thriller,23631
Adventure,817
Comedy,817
Crime,817
Science Fiction,817
Fantasy,2486
Action,2486
Adventure,2486
Family,2486
Crime,58233
Action,58233
Comedy,58233
Science Fiction,244267
Drama,244267
Drama,74643
Comedy,74643
Romance,74643
Comedy,39451
Romance,39451
Adventure,62764
Comedy,62764
Family,62764
Fantasy,62764
Comedy,68
Science Fiction,68
War,1966
History,1966
Action,1966
Adventure,1966
Drama,1966
Romance,1966
Animation,62214
Comedy,62214
Family,62214
Action,1620
Thriller,1620
Drama,1620
Comedy,11130
Drama,11130
Family,11130
Romance,11130
Comedy,9032
Drama,9032
Comedy,11247
Family,11247
Romance,11247
Thriller,2252
Crime,2252
Mystery,2252
Thriller,328425
Mystery,328425
Drama,328425
Action,40805
Crime,40805
Comedy,40805
Comedy,4257
Drama,285783
Crime,285783
Comedy,285783
Thriller,285783
Drama,15121
Family,15121
Music,15121
Romance,15121
Comedy,10312
Drama,10312
Thriller,3594
Drama,3594
Mystery,3594
Action,49730
Adventure,49730
Horror,49730
Fantasy,49730
Thriller,49730
Drama,46705
Romance,46705
Drama,796
Romance,796
Horror,19912
Mystery,19912
Comedy,9390
Drama,9390
Romance,9390
Action,27582
Thriller,27582
Crime,27582
Action,8367
Adventure,8367
Drama,8367
Romance,8367
Crime,77016
Drama,77016
Thriller,77016
Action,1669
Adventure,1669
Thriller,1669
Crime,50348
Drama,50348
Thriller,50348
Drama,228205
Romance,228205
Horror,9362
Action,9362
Science Fiction,9362
Romance,167073
Drama,167073
Comedy,100042
Science Fiction,19959
Action,19959
Thriller,19959
Comedy,6557
Romance,6557
Drama,76025
Action,664
Adventure,664
Drama,664
Drama,59
Thriller,59
Crime,59
Thriller,263472
Action,5174
Comedy,5174
Crime,5174
Drama,179144
Science Fiction,169
Action,169
Thriller,169
Animation,109451
Family,109451
Comedy,109451
Drama,96936
Crime,96936
Comedy,32856
Romance,32856
Drama,1443
Romance,1443
Thriller,109421
Crime,109421
Drama,109421
Action,9334
Adventure,9334
Fantasy,9334
Action,9334
Adventure,9334
Fantasy,9334
Comedy,3034
Drama,284293
Action,1370
Adventure,1370
Thriller,1370
War,1370
Drama,4995
Drama,470
Crime,470
Thriller,470
Action,173897
Horror,173897
Science Fiction,173897
Comedy,9506
Comedy,818
Crime,818
Science Fiction,818
Drama,462
Comedy,10521
Romance,10521
Drama,8967
Fantasy,8967
Comedy,12133
Comedy,872
Romance,872
Comedy,10022
Family,10022
Action,10022
Adventure,8619
Drama,8619
War,8619
Comedy,3050
Family,3050
Fantasy,3050
Crime,82633
Drama,82633
Western,82633
Animation,378236
Family,378236
Comedy,378236
Fantasy,766
Horror,766
Comedy,766
Romance,1934
History,1934
Comedy,1934
Drama,68730
History,68730
Horror,22804
Thriller,22804
Action,119283
Crime,119283
Action,249070
Crime,249070
Thriller,249070
Action,9471
Adventure,9471
Comedy,9471
Science Fiction,1103
Action,1103
Fantasy,11283
Comedy,11283
Family,11283
Adventure,714
Action,714
Thriller,714
Animation,756
Family,756
Drama,8055
Romance,8055
Drama,1904
Romance,1904
History,1904
Drama,77930
Comedy,77930
Action,9361
Adventure,9361
Drama,9361
History,9361
Romance,9361
War,9361
Horror,765
Comedy,765
Fantasy,765
Horror,10066
Thriller,10066
Action,12113
Drama,12113
Thriller,12113
Thriller,303858
Drama,303858
Action,8656
Drama,8656
Science Fiction,8656
Thriller,59965
Action,59965
Mystery,59965
Crime,112205
Comedy,112205
Action,112205
Drama,15472
Thriller,15472
Crime,15472
Mystery,15472
Crime,158011
Thriller,158011
Comedy,72113
Drama,72113
Action,59108
Comedy,59108
Comedy,37056
Drama,37056
Romance,37056
Fantasy,10439
Comedy,10439
Family,10439
Drama,68722
Horror,9792
Thriller,9792
Mystery,622
Thriller,622
Horror,622
Horror,8922
Thriller,8922
Mystery,8922
Action,1738
Science Fiction,1738
Thriller,1738
Horror,157547
Fantasy,109491
Drama,109491
Romance,109491
Comedy,157386
Drama,157386
Romance,157386
Horror,1970
Mystery,1970
Thriller,1970
Drama,8741
History,8741
War,8741
Action,13809
Crime,13809
Thriller,13809
Fantasy,9327
Comedy,9327
Romance,9327
Science Fiction,9327
Comedy,2758
Family,2758
Fantasy,2758
Comedy,6978
Action,6978
Adventure,6978
Fantasy,6978
Science Fiction,8337
Action,8337
Adventure,947
Drama,947
History,947
War,947
Adventure,9992
Fantasy,9992
Animation,9992
Family,9992
Comedy,23398
Family,23398
Animation,23398
Fantasy,23398
Music,23398
Horror,609
Comedy,9889
Romance,9889
Horror,13310
Drama,13310
Action,9772
Thriller,9772
Thriller,619
Action,619
Drama,619
Music,619
Romance,619
Comedy,957
Science Fiction,957
Action,137094
Drama,137094
Thriller,137094
Horror,6537
Drama,6537
Thriller,6537
Horror,41439
Crime,41439
Comedy,27573
Action,27573
Romance,27573
Action,1656
Adventure,1656
Western,1656
Fantasy,9598
Drama,9598
Comedy,9598
Family,9598
Comedy,1542
Romance,43949
Drama,43949
Horror,44040
Mystery,44040
Thriller,44040
Romance,43539
Drama,43539
Thriller,43539
Crime,43539
Comedy,5966
Romance,5966
Drama,38117
Fantasy,38117
Romance,38117
Fantasy,10202
Comedy,10202
Family,10202
Romance,10202
Comedy,35056
Action,35056
Adventure,35056
Horror,11906
Crime,169917
Drama,169917
Mystery,169917
Thriller,169917
Action,241554
Crime,241554
Thriller,241554
Adventure,314095
Drama,314095
History,314095
Adventure,943
Action,943
Comedy,943
Thriller,943
Crime,943
Mystery,13027
Thriller,13027
Action,13027
Drama,69
Music,69
Romance,69
Drama,7214
History,7214
Drama,205
History,205
War,205
Adventure,421
Comedy,421
Drama,421
Drama,25
War,25
Adventure,2310
Action,2310
Animation,2310
Fantasy,266647
Adventure,266647
Family,266647
Action,266647
Comedy,261392
Action,261392
Adventure,309809
Animation,309809
Fantasy,309809
Family,309809
Adventure,2756
Action,2756
Thriller,2756
Science Fiction,2756
Action,841
Science Fiction,841
Adventure,841
Thriller,8068
Action,8068
Crime,8068
Horror,4488
Comedy,11007
Family,11007
Adventure,978
Drama,978
History,978
Drama,26388
Thriller,26388
Mystery,26388
Drama,71859
Thriller,71859
Action,7220
Crime,7220
Drama,7220
Comedy,36685
Science Fiction,36685
Fantasy,36685
Horror,36685
Horror,768
Mystery,768
Thriller,768
Thriller,403119
Adventure,403119
Horror,403119
Crime,353070
Comedy,353070
Drama,103731
Comedy,7512
Science Fiction,7512
Adventure,7512
Adventure,8054
Fantasy,8054
Mystery,8054
Action,76640
Crime,76640
Thriller,76640
Drama,80271
Comedy,80271
Romance,80271
Comedy,65057
Drama,65057
Comedy,49520
Action,9355
Adventure,9355
Science Fiction,9355
Adventure,4442
Fantasy,4442
Action,4442
Comedy,4442
Thriller,4442
Comedy,339397
Drama,339397
Romance,339397
Crime,8643
Drama,8643
Horror,8643
Thriller,8643
Animation,116711
Adventure,116711
Family,116711
Fantasy,116711
Drama,3175
Romance,3175
War,3175
Drama,265177
Drama,10734
Thriller,10734
Drama,1381
Adventure,1381
Science Fiction,1381
Romance,1381
Animation,7484
Family,7484
Adventure,7484
Comedy,7484
Action,10999
Adventure,10999
Thriller,10999
Family,5123
Drama,5123
Music,5123
Horror,3597
Thriller,3597
Mystery,3597
Comedy,257091
Comedy,210860
Adventure,210860
Horror,8413
Science Fiction,8413
Mystery,8413
Mystery,2666
Science Fiction,2666
Comedy,225565
Romance,225565
Horror,242512
Horror,4513
Thriller,4513
Romance,9767
Comedy,9767
Drama,2044
Mystery,2044
Romance,2044
Drama,74465
Comedy,74465
Family,74465
Mystery,11024
Fantasy,11024
Adventure,11024
Comedy,11024
Drama,86829
Music,86829
Drama,210479
Thriller,210479
Adventure,9477
War,9477
History,9477
Action,9477
Adventure,52451
Action,52451
Thriller,52451
Drama,1887
History,1887
Action,665
Drama,665
History,665
Adventure,665
Drama,786
Music,786
Animation,9473
Comedy,9473
Drama,393457
Adventure,9593
Fantasy,9593
Action,9593
Comedy,9593
Family,9593
Action,319
Crime,319
Romance,319
Horror,313922
Crime,313922
Thriller,313922
Comedy,712
Drama,712
Romance,712
Comedy,271718
Romance,271718
Action,9705
Crime,9705
Thriller,9705
Animation,228326
Adventure,228326
Comedy,228326
Family,228326
Fantasy,228326
Adventure,533
Animation,533
Comedy,533
Family,533
Comedy,5
Drama,19
Science Fiction,19
Family,8204
Adventure,8204
Fantasy,8204
Horror,9902
Thriller,9902
Drama,239571
Romance,239571
Drama,308369
Comedy,308369
Drama,10637
Action,49527
Thriller,49527
Crime,49527
Comedy,9336
Crime,9336
Horror,9373
Action,388399
Crime,388399
Drama,388399
History,388399
Thriller,388399
Comedy,8874
Romance,8874
Comedy,9614
Science Fiction,227719
Thriller,227719
Drama,227719
Drama,55787
Romance,55787
Drama,49517
Thriller,49517
Mystery,49517
Action,944
Adventure,944
Comedy,944
Crime,944
Thriller,944
Horror,22894
Action,22894
Fantasy,22894
Drama,321741
History,321741
Thriller,9315
Drama,9315
Mystery,9315
Fantasy,37958
Action,37958
Drama,37958
Comedy,1574
Crime,1574
Drama,1574
Horror,14564
Thriller,306947
Horror,306947
Action,62835
Thriller,62835
Crime,62835
Drama,62835
Drama,612
Action,612
History,612
Thriller,612
Adventure,68737
Fantasy,68737
Comedy,9374
Fantasy,9374
Horror,9374
Comedy,2976
Romance,2976
Drama,2976
Family,12144
Animation,12144
Adventure,12144
Family,9279
Comedy,9279
Adventure,9279
Drama,2652
Thriller,2652
Adventure,8009
Action,8009
Fantasy,8009
Comedy,109443
Thriller,192141
Comedy,316023
Romance,58244
Science Fiction,58244
Drama,58244
Fantasy,58244
Comedy,9277
Crime,9277
Drama,9277
Drama,46738
War,46738
Mystery,46738
Family,77174
Animation,77174
Adventure,77174
Comedy,77174
Adventure,4476
Drama,4476
Romance,4476
War,4476
Western,4476
Horror,6466
Horror,6466
Romance,365942
Adventure,365942
Science Fiction,365942
Drama,365942
Drama,171274
Mystery,171274
Comedy,171274
Action,9383
Science Fiction,9383
Thriller,9383
Action,9257
Thriller,9257
Crime,9257
Horror,26466
Crime,25376
Mystery,25376
Thriller,25376
Romance,25376
Drama,25376
Drama,115782
History,115782
Adventure,8584
Action,8584
Comedy,8584
Western,8584
Horror,83899
Thriller,83899
Mystery,83899
Drama,228970
Family,10567
Animation,10567
Comedy,928
Horror,928
Fantasy,928
Action,14560
Adventure,14560
Comedy,14560
Family,14560
Drama,18533
Action,18533
Crime,18533
Fantasy,1832
Comedy,1832
Adventure,1832
Action,10204
Adventure,10204
Comedy,10204
Horror,335796
Adventure,5925
Drama,5925
History,5925
Thriller,5925
War,5925
Comedy,8265
Drama,8265
Romance,8265
Drama,38167
Romance,38167
Adventure,9360
Horror,9360
Thriller,9360
Drama,11005
Comedy,2292
Comedy,2292
Comedy,951
Drama,88794
Crime,88794
History,88794
Drama,10316
Drama,77987
Thriller,77987
Crime,77987
Science Fiction,23048
Comedy,23048
Adventure,23048
Horror,41436
Mystery,41436
Adventure,23047
Fantasy,23047
Action,23047
Comedy,11545
Drama,11545
Fantasy,888
Comedy,888
Family,888
Crime,1645
Drama,1645
Thriller,1645
Horror,9003
Thriller,9003
Adventure,9387
Fantasy,9387
Action,9387
Comedy,416477
Drama,416477
Romance,416477
Action,72387
Crime,72387
Thriller,72387
Action,9947
Fantasy,9947
Science Fiction,9947
Family,10996
Adventure,10996
Animation,10996
Comedy,10996
Action,8914
Horror,8914
Science Fiction,8914
Comedy,8390
Romance,8390
Drama,5528
Thriller,134411
Drama,134411
Action,134411
Family,38745
Comedy,38745
Adventure,38745
Fantasy,38745
