person_id,name,gender
96780,Yeo Kyun-dong ,2
96784,Oh Ji-ho,2
96785,Lee Ji-hyeon,1
96787,Sophie Vavasseur,1
96790,Gloria Votsis,1
96791,Adriana DeMeo,0
96792,Robert Buckley,2
96793,Al Santos,2
96797,Kathryn Hulme,1
96800,Tatsuyoshi Ehara,0
96804,Kôji Mitsui,0
96805,Sen Yano,0
96806,Ginzô Sekiguchi,0
96813,Maya Deren,1
96814,Alexander Hammid,0
96816,Kristine Miller,1
96817,Jane Novak,0
96818,Anna Camargo,0
96826,Chico Brenes,0
96841,Matthew Lewis,2
96843,Maarten Smit,0
96844,Andrew Kelley,0
96845,Freark Smink,0
96846,Elsje de Wijn,0
96847,Derk-Jan Kroon,0
96848,Wiendelt Hooijer,0
96850,Don DeFore,0
96851,James Phelps,2
96858,Lisa Chiao Chiao,0
96859,Christiane Eudes,0
96860,Ginger Hall,0
96862,Hu Jun,0
96863,Gô Rijû,0
96869,Samuel Boidin,2
96873,Susanne Sachße,0
96874,Andreas Rupprecht,0
96875,Dean Monroe,2
96876,Anton Z. Risan,0
96880,Jamie Rose,1
96881,Catherine Carlen,1
96882,Kristina Loggia,0
96889,Ann Bridgewater,1
96891,Josefina Gabrielle,0
96892,Shuler Hensley,2
96893,Jimmy Johnston,0
96894,Vicki Simon,0
96895,Stuart Milligan,2
96900,Renee Faia,1
96901,Joe La Due,0
96908,Megan Lai,1
96910,Elayne Barbara Ceder,1
96912,Joe Lombardi,0
96913,Ben Hammer,2
96914,Anna Aries,1
96915,Andre Philippe,2
96916,Sid Kaiser,0
96917,Katie Saylor,0
96918,Leticia Brédice,1
96921,Cole Williams,0
96922,Rain Phoenix,0
96923,Katherine Ellis,0
96926,Jérémie Lippmann,0
96928,Johan Libéreau,2
96929,Salomé Stévenin,1
96930,Claire Nebout,0
96933,Dennis Lau,0
96935,Johan Widerberg,0
96938,Kenneth Milldoff,2
96958,Tony Yang,2
96959,Duncan Lai,0
96963,Jason Chang,2
96967,Pascale Ogier,0
96968,Christian Vadim,0
96973,Pedro Armendáriz,2
96974,Carlo Cecchi,2
96975,Halil Ergün,0
96976,Şerif Sezer,0
96977,Mehmet Günsür,2
96989,Jacques Derrida,2
96991,Barbara Coles,1
96992,Archie Pool,0
96993,Michael Mellinger,2
96994,Eric Portman,2
96995,Edana Romney,0
96997,Bradford Simonsen,0
96998,Jeff Wolverton,0
96999,Dustin Adair,0
97000,Eric Armstrong,0
97001,Yakov Baytler,0
97002,Mary Biondo,0
97003,Sumit Das,0
97004,Layne Friedman,0
97006,Warren Hull,2
97007,Addison Richards,2
97013,Joey Heatherton,1
97019,Ernest Pascal,0
97024,Kim Myung-min,0
97026,John Luessenhop,2
97027,Samuel Haus,0
97030,Marcus Hasselborg,0
97032,Maria Bonnevie,1
97037,James Ellison,2
97039,Edith Barrett,1
97040,Christine Gordon,0
97041,Alexia Stresi,0
97042,Theresa Harris,1
97043,Sir Lancelot,2
97045,Darby Jones,0
97046,Jeni Le Gon,0
97049,Samantha Mumba,1
97050,David Leon,2
97051,Beatrice Miller,0
97055,Billy Sneddon,0
97058,Joseph Runningfox,0
97059,Damien Odoul,0
97068,Vincent Guastaferro,2
97079,Philippe Marlaud,0
97080,Anne-Laure Meury,0
97081,Coralie Clément,0
97082,María Luisa García,0
97083,William Klein,0
97084,Robinson Stévenin,2
97085,Stéphane De Groodt,2
97086,Charlie Dupont,2
97088,Aaron Orr,0
97089,Ariadne Shaffer,1
97090,Joel Bryant,2
97092,Kaya Yanar,0
97109,Katla M. Þorgeirsdóttir,0
97114,Roberto Camardiel,2
97128,Merv Griffin,2
97131,Fred Vogel,0
97132,Fred Vogel,0
97144,Kim Spalding,2
97145,Paul Langton,2
97146,Robert Bice,2
97147,Richard Hervey,2
97148,Thom Carney,2
97165,Brian Pettifer,2
97166,John Moffatt,2
97167,Barbara Hicks,1
97168,Marsha A. Hunt,0
97169,Catherine Willmer,0
97170,Mary MacLeod,1
97171,Robin Askwith,2
97172,Dave Atkins,2
97173,Bruce Kellogg,0
97175,Dick Cogan,2
97176,George Baxter,2
97178,Emile Charles,2
97181,Tahj Mowry,2
97182,Betty Hutton,1
97183,Fredric M. Frank,2
97184,Theodore St. John,0
97185,Eric Jacobson,2
97186,Michael Bloomberg,0
97188,Steve Schirripa,0
97190,Gojmir Lešnjak - Gojc,0
97191,Dario Varga,0
97193,Eva Holubová,0
97198,Przemysław Bluszcz,2
97199,Magda Bieganska,0
97203,Eitarô Ozawa,2
97204,Ikio Sawamura,0
97206,Adam Faith,2
97207,Kazuo Hasegawa,0
97208,Marty Wilde,0
97209,Fujiko Yamamoto,0
97210,Ayako Wakao,1
97211,Dave Edmunds,0
97213,Warwick Ward,2
97216,John Warwick,0
97217,Peter Gawthorne,2
97218,Merle Tottenham,0
97219,Aubrey Mallalieu,2
97220,Kynaston Reeves,2
97222,Charles Quigley,2
97223,George McKay,0
97225,William Irving,2
97226,Eddie Laughton,2
97237,Wilfred Walter,0
97239,Christopher Massie,0
97242,Barbara Mullen,1
97243,Hugh Sinclair,2
97244,Bruce Belfrage,0
97245,Alan Wheatley,2
97246,Joan Maude,1
97247,Leslie Weston,2
97248,Hugh Latimer,2
97249,John Penrose,2
97250,Mavis Villiers,1
97251,Jules Berry,2
97256,Maria Grimm,1
97257,Marjorie Bennett,1
97260,Tangie Ambrose,0
97262,Jennifer Ventimilia,1
97263,Joshua Sternin,2
97266,Gerry Black,2
97267,Susan Willis,1
97268,Karl Bury,2
97272,Kemal Sunal,2
97273,İlyas Salman,2
97274,Adile Naşit,0
97276,Erdal Özyağcılar,0
97277,Ihsan Yüce,0
97279,George Dolenz,2
97280,Toni Gerry,0
97281,William Bryant,2
97282,Joseph Vitale,2
97283,Sally Blane,0
97284,Henri Letondal,2
97290,Bob Buchholz,0
97291,Julie Maddalena,0
97293,Sean Hoagland,0
97294,Owen Alabado,0
97295,Laura Jane Coles,0
97299,Natar Ungalaaq,2
97300,Sylvia Ivalu,0
97301,Peter-Henry Arnatsiaq,2
97302,Lucy Tulugarjuk,0
97303,Pakak Innuksuk,0
97305,Nína Dögg Filippusdóttir,0
97314,John Beal,2
97315,Neill Barry,2
97320,Takanori Jinnai,2
97328,Wandjuk Marika,0
97329,Roy Marika,0
97330,Norman Kaye,2
97331,Ralph Cotterill,2
97335,Lyubov Tolkalina,0
97336,Evgeny Koryakovsky,2
97337,Irene Worth,1
97338,Yasue Sato,0
97340,Shin Yazawa,0
97342,Leo Morimoto,2
97343,Hatsuo Yamaya,0
97344,Michisuke Kashiwaya,0
97351,James Taylor,2
97352,Laurie Bird,1
97362,Riho Makise,0
97363,Kantarô Nakamura,0
97364,Ayako Kawahara,1
97367,Andrey Myagkov,0
97368,Roman Madyanov,2
97369,Aleksandr Robak,2
97391,Darryl Cox,2
97398,Ben Hall,2
97405,Conor Duffy,0
97406,Natalie Zea,1
97407,Carmen Palumbo,0
97408,Carmen Mormino,1
97409,Jeffrey T. Unterkofler,0
97410,Nikki Flux,0
97411,Eric Michael Kochmer,0
97412,Jennifer Pfalzgraff,0
97413,Catherine Quantschnigg,0
97414,Aimee Denaro,0
97415,Christopher Allen,0
97416,Richard Dormer,2
97417,Jonathan Harden,2
97418,Cady McClain,1
97419,Amber Joy Williams,1
97423,John McCallum,2
97424,Susan Shaw,1
97425,Charles Victor,2
97426,Duncan Macrae,2
97427,Lana Morris,1
97428,Joe Linnane,0
97429,Vida Hope,1
97430,Joe Absolom,2
97431,Melanie Gutteridge,1
97432,James Hillier,2
97434,Tameka Empson,1
97435,Peter Gevisser,2
97436,Derek Lea,2
97444,Donald Agnelli,0
97445,Drue Delio,0
97446,James DuMont,2
97447,Mark Casimir Dyniewicz,2
97448,Evan Elliot,0
97449,Eric Feldman,0
97452,Daniele Gaither,0
97453,Tessa Germaine,0
97454,Samson Ghaffary,0
97455,Joe Guth,0
97456,Julia Howard,0
97457,Justin Kelly,0
97458,Mike Kurzhal,0
97459,Orlando McNary,0
97460,Laura Molina,0
97461,Ramsey Moore,0
97462,Pasquale Pinto,0
97463,Nick Plantico,0
97464,Patricia Prata,1
97465,Kyle Rea,0
97466,Bertrand Roberson Jr.,0
97467,Andrew Rowe,0
97468,Steve Seagren,0
97469,Robert Seymone,0
97470,Mirelly Taylor,0
97476,Maxine Dennett,0
97477,Chintamani Aked,0
97478,Don Collier,2
97480,Mamie Van Doren,1
97505,Jack Gordon,2
97514,Thomas Campbell,0
97515,Shepard Fairey,0
97517,Chris Johanson,0
97518,Margaret Kilgallen,0
97519,Jo Jackson,0
97520,Geoff McFetridge,0
97521,Barry McGee,0
97522,Stephen Powers II,0
97523,Claire E. Rojas,0
97524,Aaron Rose,2
97525,Deanna Templeton,0
97526,Ed Templeton,0
97532,Hisonni Johnson,0
97535,Tom Lodewyck,2
97544,Mark Zakarin,0
97546,Govinda,2
97547,Wayne Morris,2
97552,Masami Kosaka,0
97561,William Finley,2
97563,Yuu Kashii,1
97564,Shiori Sekine,0
97565,Takayo Mimura,1
97568,Arthur Wontner,0
97569,Isla Bevan,0
97571,Heather Sears,1
97572,Carole Mathews,1
97574,Nan Peterson,1
97576,Gemma Chan,1
97579,Guy Maddin,2
97580,Nicky Bell,0
97581,Oliver Lee,0
97582,Lee Battle,0
97583,Erin Marie Hogan,1
97584,Fia Perera,1
97585,Talia Zucker,1
97586,Rosie Traynor,1
97587,David Pledger,2
97588,Martin Sharpe,0
97589,Steve Jodrell,2
97590,Scott Terrill,2
97591,Joel Anderson,2
97593,Tom Tully,0
97594,Janit Baldwin,1
97595,Herbert Achternbusch,2
97596,Stefan Güttler,0
97597,Sonja Skiba,0
97598,Alex Van,0
97600,David DeLuise,2
97604,Kevin Rahm,2
97608,Kimberly L. Cole,1
97611,Michael Segal,2
97615,Wade Gibb,0
97616,Candice Lewald,0
97617,Ryan Nicholson,0
97618,David DeCoteau,2
97619,Linnea Quigley,1
97620,Robin Stille,1
97621,Brinke Stevens,1
97624,Harumi Kiritachi,0
97625,Junichirô Yamashiko,0
97626,Yoshiro Uchida,0
97627,Michiko Sugata,0
97628,Yoshiro Kitahara,0
97629,Jun Hamamura,2
97630,María Kosty,1
97634,José Antonio Pérez Giner,2
97635,Diana Lorys,1
97636,Eduardo Calvo,0
97638,Inés Morales,1
97641,Russell Napier,2
97643,Rosanna Yanni,0
97645,Víctor Alcázar,0
97648,Dyanik Zurakowska,0
97656,Alfred Lucchetti,2
97657,Lyle Bettger,2
97659,Alan Dexter,2
97660,David Sharpe,0
97662,Emma Cohen,1
97666,Juan Cazalilla,0
97667,Ramón Centenero,0
97668,Montserrat Julió,0
97669,Elsa Zabala,0
97671,Luan Peters,1
97674,Erika Remberg,1
97675,Jane Hylton,1
97676,Vanda Hudson,0
97677,Colette Wilde,1
97678,Carla Challoner,0
97679,Kenneth J. Warren,2
97684,Gianni Garko,2
97685,Roberto Maldera,0
97688,José Lifante,2
97690,Tina Sáinz,1
97691,Tony Isbert,0
97695,Peter Kwong,2
97697,Jay Richardson,2
97698,Michelle Bauer,1
97699,Dawn Wildsmith,1
97700,Esther Elise,0
97701,Fox Harris,2
97707,Debra Blee,0
97708,Lisa Freeman,0
97709,Ina Romeo,0
97717,Britt Leach,2
97718,Will Hare,2
97719,Leo Geter,0
97720,Tara Buckman,1
97721,Geoff Hansen,2
97724,Steve Johnson,2
97725,Teri Weigel,1
97727,Colette Giacobine,0
97736,Jasi Cotton Lanier,1
97744,Anne Marisse,0
97745,David Baughn,0
97746,Patch Mackenzie,0
97747,E. Danny Murphy,0
97748,E. J. Peaker,1
97749,Billy Hufsey,0
97750,Richard Balin,2
97751,Denise Cheshire,0
97752,Vanna White,1
97753,Linda Shayne,1
97754,Deborah Dutch,1
97755,Charles Burnett,2
97761,Jane Garret,0
97769,Catherine McClements,0
97771,Marilee Earle,0
97772,Mel Tormé,0
97775,Donald Cook,0
97776,Alphonse Ethier,2
97777,Ethel Barrymore,1
97779,Daphnée Duplaix Samuel,1
97780,Traci Bingham,1
97781,Reynaldo Rey,0
97782,Marcia Rodd,1
97783,Lisa Rinna,1
97785,Ron Frazier,2
97797,Cindy Beal,0
97798,Don Scribner,2
97799,Carl Horner,0
97802,Jerod Howard,0
97809,Daniel H. Jenkins,0
97815,Michele Grey,0
97820,Del Howison,0
97823,Joe Estevez,2
97824,Conrad Brooks,0
97825,Joe Fleishaker,0
97826,Jeff Dylan Graham,2
97832,Carol Channing,1
97838,Stacy King,1
97840,Roman Gabriel,2
97844,Robert Pralgo,0
97845,Ted Huckabee,0
97847,Aaron Lipstadt,2
97849,Michael Villella,0
97850,Debra Deliso,0
97851,Andree Honore,0
97852,Jennifer Meyers,0
97853,Joseph Alan Johnson,0
97854,David Millbern,2
97855,Gina Smika Hunter,0
97856,Jim Boyce,0
97857,Pamela Roylance,1
97859,John Schouweiler,2
97860,Kenneth J. Hall,0
97862,Timothy Kauffman,0
97863,Matthew Phelps,0
97864,Richard Gabai,2
97865,Marcus Vaughter,0
97866,William Dristas,0
97868,Michael Sonye,2
97869,Peter Stewart,0
97872,Zen,0
97873,Zero,0
97878,Richard Lynch,2
97880,Maria Ford,1
97881,Starr Andreeff,1
97884,John Gordon Sinclair,2
97889,Clare Grogan,1
97891,Robert Buchanan,2
97892,Billy Greenlees,2
97895,Dan Golden,2
97896,Olga Kabo,0
97899,Danielle Petty,1
97900,Jacy Andrews,0
97901,Christopher Ray,2
97902,Ted Monte,2
97904,K-von,0
97905,Frank Nicotero,0
97906,Christine Nguyen,1
97912,Duane Jones,2
97914,Karl Hardman,2
97917,Judith Ridley,1
97919,Charles Craig,0
97920,S. William Hinzman,0
97922,Rick Washburn,2
97925,Meyer DeLeeuw,0
97926,Melissa Paladino,0
97927,Jesse Steccato,2
97929,Erika Blanc,1
97930,Jacques Monseau,0
97931,Ivana Novak,0
97932,Colette Emmanuelle,0
97933,Christian Maillet,0
97935,Anton Diffring,2
97936,James Felix McKenney,0
97939,Reggie Bannister,2
97940,Lynn Eastman-Rossi,1
97942,Jonathan Teplitzky,0
97943,Raphael Sbarge,2
97944,J. Kenneth Campbell,2
97947,Dianne Hull,1
97953,Jonathan Terry,2
97954,Sally Smythe,0
97955,Don Maxwell,2
97956,Allan Trautman,2
97961,Rex Carlton,0
97964,Victoria Carroll,1
97965,Phillip Baird,2
97969,Patrick Moran,0
97970,Maddisen K. Krown,0
97971,Gary Doles,0
97972,Ryan Latshaw,0
97973,Catherine Walsh,0
97974,Rachel Carter,0
97975,Tom Ferda,0
97976,Bill Cross,0
97977,Helen Keeling,0
97978,Tom Ferguson,0
97980,Thelma Todd,1
97981,Creighton Hale,2
97982,William V. Mong,2
97983,Sôjin,0
97985,Angelo Rossitto,2
97987,Charles Herzinger,2
97988,Emily Fitzroy,1
97989,Louise Fazenda,1
97990,Robert McKim,2
97991,Jack Pickford,2
97992,Jewel Carmen,0
97993,Gertrude Olmstead,1
97994,Hallam Cooley,2
97995,Charles Sellon,2
97996,Walter James,2
97997,Knute Erickson,0
97998,Nick De Ruiz,2
97999,John George,2
98000,Frank Lanning,2
98001,J.C. Nugent,0
98002,Lila Lee,1
98006,Percy Hilburn,2
98008,Jacqueline Gadsden,0
98012,Anita Page,1
98016,Bernard Siegel,2
98017,Cissy Fitzgerald,1
98018,Gwen Lee,1
98020,Charles Clary,2
98021,Doris Pawn,1
98022,Jim Mason,2
98023,Milton Ross,2
98024,Ethel Grey Terry,1
98026,Marc McDermott,0
98031,Patsy Ruth Miller,1
98034,Ernest Torrence,0
98037,Roy Laidlaw,2
98040,Gladys Brockwell,1
98042,Edwin Wallock,2
98045,John Gilbert,2
98047,Edmund Mortimer,0
98049,George Barraud,2
98050,James Lafferty,2
98051,Bret Roberts,2
98052,Harry Cording,2
98058,Ellary Porterfield,1
98060,Mette Agnete Horn,0
98062,Lars Bom,0
98065,Rasmus Bjerg,2
98076,Leo Birinsky,0
98078,Elizabeth Kaitan,1
98080,Lawrence King-Phillips,0
98081,Donna Jason,0
98082,Dan Haggerty,2
98084,David Baerwald,0
98087,Kellita Smith,1
98089,Bobby Cooper,2
98090,Buddy Anderson,0
98091,Edward L. Katz,0
98092,Dennis Fanning,0
98093,Lisa Crawford,0
98095,Jay Koiwai,2
98096,Elizabeth Gilliam,0
98098,Matthew Ryan,2
98101,David Hamburger,2
98102,William Smith,2
98103,Richard Ayoade,2
98104,Julian Barratt,0
98105,Noel Fielding,2
98106,Rich Fulcher,2
98121,Rocky Patterson,0
98130,Lorissa McComas,1
98131,Park Jin-Hee,1
98132,Jim Wynorski,2
98133,Julie K. Smith,1
98134,Antonia Dorian,1
98136,Andy Sidaris,2
98137,Lenny Juliano,2
98138,Chuck Cirino,2
98146,J.J. North,0
98149,Toni Naples,1
98152,Kathleen Ryan,1
98156,Jonathan Conrad,2
98157,Paul Logan,2
98159,Miranda Kwok,1
98160,Fay Baker,0
98162,Susan Cabot,0
98163,William Roerick,2
98164,Bruno VeSota,2
98165,Carolyn Hughes,0
98166,Lynn Cartwright,1
98167,Lani Mars,0
98168,Philip Barry,0
98169,Aron Kincaid,2
98171,Doug Wert,2
98174,Brooke Lewis,0
98175,Lee Perkins,0
98179,Robert C. Sabin,0
98180,Dick Biel,0
98185,Jane Doniger Reibel,0
98186,Bunny Levine,1
98187,Allen Lewis Rickman,2
98188,Peter Paul,2
98189,David Paul,2
98193,Andreas Pape,2
98195,Manoush,0
98201,Nicola Fiore,0
98203,Kiel Martin,2
98204,Warren Finnerty,2
98206,Joe Zaso,0
98214,Monique Dupree,0
98215,Matt Gerald,2
98219,Mary Zavian,0
98220,Jonathan Cott,2
98226,Rodney Gray,0
98233,Meeno Peluce,2
98234,Barbara Bain,1
98236,Catalina Saavedra,0
98237,Claudia Celedón,0
98239,Andrea García-Huidobro,0
98240,Mariana Loyola,0
98241,Angelique Pettyjohn,1
98242,William Fair,2
98249,Mary Mitchel,0
98251,Sebastián Silva,0
98252,Pedro Peirano,0
98271,Brie Gabrielle,1
98272,Chloe Bridges,1
98274,Micah Alberti,2
98275,Brittany Finamore,1
98276,Sean Wing,2
98277,Zachary Abel,2
98278,Alex Mauriello,0
98279,Courtney Biggs,0
98280,Joey Luthman,2
98281,Sacha Edwards,0
98282,Saige Ryan Campbell,0
98283,Kylie Chalfa,0
98284,Robby D. Bruce,0
98285,Bella Thorne,1
98286,Kenton Duty,2
98287,Julie Janney,1
98288,Mark Kemble,2
98289,Sam Endicott,0
98290,Fiona Goodwin,0
98291,Marc McTizic,0
98292,Roxana Ortega,0
98293,Jamieson Stern,2
98294,Raven Lexy,1
98295,Lauren Graves,0
98296,Brian Graves,0
98297,Christina Gabrielle,1
98298,Lahmard J. Tate,2
98305,Idan Alterman,2
98306,Morgan Griffin,0
98307,Brandy Little,1
98308,Johnny Sneed,2
98310,Will Keenan,2
98313,Yaniv Sharon,0
98314,Charlotte Kaufman,0
98315,Linn Gloppestad,0
98316,Ian Fraser Kilmister,0
98318,Beatrice Järås,0
98328,Martin Andersson,0
98329,Mark Torgl,0
98330,Rick Collins,0
98331,Al Goldstein,0
98333,Rose Ghavami,0
98334,Khalid Rivera,0
98339,Johnathan Gorman,0
98343,Phil Hall,0
98351,Russ Russo,2
98357,Pilar López de Ayala,1
98358,Nadia de Santiago,1
98363,Jason Graham,2
98365,Veronica Hart,1
98366,Jenny Guy,0
98367,Caleb Mayo,2
98368,Carmen Hart,1
98374,Marlene Willoughby,1
98376,Merle Michaels,0
98384,Annie Sprinkle,0
98385,Chuck Vincent,0
98387,Jennifer Delora,1
98389,Devin McGinn,2
98392,Parvesh Cheena,2
98394,Affion Crockett,2
98396,Dean Edwards,0
98399,Jill Marie Jones,1
98401,Gino Montesinos,2
98408,Rachel Robinson,0
98414,Brett Williams,2
98420,Lynn Lowry,1
98421,Sarah Nicklin,1
98424,Paul Clemens,2
98425,Michael James Kacey,0
98426,Fay Kato,0
98427,Brian Rohan,0
98429,Jeremy Maxwell,2
98432,Scott Coppola,0
98433,Doug Merril,0
98434,Holly Hollywood,1
98435,Mark Collver,2
98436,Craig Peck,0
98437,Arthur Roberts,2
98438,Kimberly Rowe,1
98443,Richard Nichols,2
98444,Gwili Andre,1
98445,Clifford Brooke,0
98446,Mark Hanna,0
98449,Paul Blaisdell,2
98450,Paul Birch,2
98451,Morgan Jones,2
98452,Jonathan Haze,2
98454,Pietro Cammarata,0
98455,Sennuccio Benelli,0
98457,Sally Fraser,1
98458,Russ Bender,2
98459,Karen Kadler,1
98462,Jeanette MacDonald,1
98464,Adrian Edmondson,0
98465,James Barton,2
98467,Anna Maria Alberghetti,1
98471,Mark Shostrom,0
98473,Cassandra Gava,1
98474,Jimmy Stathis,2
98476,Paul Hampton,2
98477,Joe Silver,2
98478,Susan Petrie,0
98479,Ronald Mlodzik,0
98480,Barry Baldaro,0
98482,Massimo De Rita,2
98485,Arturo Dominici,0
98487,Ángel Aranda,2
98488,Evi Marandi,0
98489,Stelio Candelli,0
98490,Franco Andrei,0
98491,Mario Morales,0
98492,Federico Boido,2
98493,Alberto Cevenini,0
98494,Massimo Righi,0
98495,Anita Sharp-Bolster,1
98497,Barry Bernard,2
98501,J. Peverell Marley,2
98503,Hugh Sanders,2
98504,Florence Auer,0
98509,Gustavo De Nardo,0
98516,Florence Marly,1
98520,Pernell Roberts,2
98521,Floria Sigismondi,0
98522,Riley Keough,1
98524,Amelia Kinkade,0
98527,Harold Ayer,2
98528,Marie Denn,1
98530,Donnie Jeffcoat,0
98531,James W. Quinn,0
98532,Clark Jarrett,0
98533,Lisa Long,1
98534,Oley Sassone,0
98535,John F. Beach,2
98536,The Mothers of Invention,0
98539,Frank Zappa,2
98541,Michael Hoffman Jr.,2
98542,David P. Barton,0
98543,Bill Morrison,2
98544,Michael Todd,0
98545,Maria Markovic,0
98546,Floyd Ewing Jr.,0
98548,Jennifer Mullen,0
98552,Tom Russell,2
98554,Kristopher Logan,2
98555,Matthew Faison,2
98556,Jasmine Touschek,0
98557,Landon Hall,1
98561,Cathrine Grace,0
98563,Karen Russell,1
98568,Paul Robeson,2
98569,Vince Van Patten,2
98570,Ethel Waters,1
98574,Gail Patrick,1
98577,David Homb,0
98578,Nels Van Patten,0
98580,Savannah,1
98581,Suzanne Ager,1
98583,Juliette Cummins,1
98586,David Williams,0
98593,Kim Maddox,1
98594,Jen Nikolaisen,0
98595,Jim Valdez,2
98596,Marc Vahanian,2
98606,Robert O. Ragland,2
98608,Ann Turkel,1
98609,Jesse Dabson,2
98610,Elisabeth Brooks,0
98611,Peter Palmer,2
98612,Drew Godderis,0
98613,Joe Praml,0
98617,Ross Hagen,2
98620,Gary J. Levinson,0
98622,Mel Jackson,0
98624,Wanya Morris,2
98626,William-Christopher Stephens,2
98628,Kim Fields,1
98631,Adam Wingard,2
98632,Lane Hughes,2
98633,Brandon Carroll,2
98634,Maggie Gwin,1
98635,Hannah Hughes,0
98643,Mike Dusi,0
98651,Jason Green,0
98652,Jane Jensen,1
98653,Valentine Miele,2
98654,William Beckwith,2
98655,Steve Gibbons,0
98656,Flip Brown,2
98658,Jason-Shane Scott,2
98660,Michael Bergin,2
98661,Bradley Stryker,2
98664,Sarah Scott,1
98666,Masuimi Max,1
98670,Vinnie Bilancio,0
98681,Todd Rex,2
98682,Athena Demos,1
98692,Sasha Graham,0
98695,Theresa Constantine,0
98700,Mary Parker Williams,1
98713,Tim Ritter,0
98714,Joel D. Wynkoop,0
98723,John Fallon,2
98735,Pamela Sutch,0
98745,Jacqueline Hickel,1
98746,Alejandro Ulloa,2
98747,Mabel Karr,0
98748,Fernando Montes,0
98751,Oscar Hammerstein II,2
98756,Conrado San Martín,2
98757,María Silva,0
98758,Ricardo Valle,0
98759,Mara Laso,0
98760,Venancio Muro,2
98761,Félix Dafauce,2
98762,Manuel Vázquez,0
98768,Pier A. Caminnecci,0
98770,Vladimir Medar,0
98771,Lisa Leonardi,0
98772,Lauren London,1
98773,Tomás Picó,0
98774,Fulvio Mingozzi,2
98775,Big Boi,2
98778,Fabrizio Jovine,0
98782,Dana Ghia,0
98783,Eleonora Morana,0
98787,Piero Palermini,0
98788,Giancarlo Sbragia,0
98789,Nando Tamberlani,0
98790,Maria Grazia Buccella,0
98792,Richard Ricci,0
98793,Maria Laura Rocca,0
98795,John Larkin,2
98796,Frank Sutton,2
98797,Hari Rhodes,2
98798,Martin Blaine,2
98799,Devin Hamilton,2
98803,Orly Tepper,0
98804,Ronnie Gene Blevins,2
98805,Carl Washington,0
98806,Ángel Vargas,0
98807,Vera Yell,1
98808,Lee Marks,2
98809,Logan Alexander,0
98810,Charles Austin,0
98811,Nicole Pulliam,1
98812,Choice Skinner,2
98813,Olimpia Fernandez,0
98814,Rhonda Claerbaut,1
98815,Wayland Geremy Boyd,0
98816,Bobby Marsden,0
98817,Debra Mayer,1
98820,Timothy Muskatell,0
98824,Barry White,2
98827,Dean Fredericks,2
98828,Anthony Dexter,0
98829,Richard Weber,2
98830,Al Jarvis,0
98831,Dick Haynes,0
98832,Earl McDaniels,0
98833,John Herrin,2
98834,Nejat İşler,0
98846,Rhoda Jordan,0
98851,Garrett Clancy,2
98859,Patrick Thomas,2
98865,Mark Polonia,0
98868,John Polonia,0
98870,Joseph Haggerty,0
98871,Janet Tracy Keijser,0
98872,Emmy Smith,1
98873,Greg Brown,0
98874,Mike Coen,0
98875,John Kyle Grady,0
98876,Jarrod Robbins,0
98877,Matt Emery,0
98878,Joe Myles,0
98879,Lisa Loeb,1
98887,Peewee Love,0
98889,Thomas Jefferson Byrd,0
98892,Melvin Chen,0
98893,Erick Chun,0
98895,Melvin Lee,0
98896,Vynn Soh,0
98897,Shaun Tan,0
98902,Bebe Drake,1
98904,Rickey Smiley,0
98905,Phoebe Dollar,0
98909,Eric Spudic,0
98920,Scott Lunsford,0
98923,Susannah Devereux,1
98925,Charles Willeford,2
98927,Robert Earl Jones,2
98928,Tom Spratley,0
98929,Pete Munro,0
98930,Kermit Echols,0
98941,Jürgen Baum,0
98944,Hope Marie Carlton,1
98950,Michael Harris,2
98951,Garon Grigsby,2
98953,Jerry Ferrara,2
98956,Debbie D,1
98959,Erika Smith,0
98960,Dave Fife,0
98961,Brice Kennedy,0
98963,Irene Tedrow,1
98964,Marjorie Wood,0
98965,Marjorie Crossland,1
98966,Virginia Farmer,1
98969,Joey Smack,0
98970,Thomas Meighan,2
98971,Marie Prevost,0
98972,G. Pat Collins,0
98976,Henry Sedley,2
98982,Ron Smith,0
98991,Elske McCain,0
99000,Kevin Yarbrough,2
99005,Bill Zebub,2
99007,Laura Silverman,1
99014,Sean Serino,1
99024,Rick Scarry,2
99025,Kevin Van Hentenryck,0
99033,Gabriel Bartalos,0
99034,Heather Rattray,1
99035,Kathryn Meisle,1
99036,Ted Sorel,2
99037,Matt Mitler,0
99038,Michael Rubenstein,0
99039,Ron Fazio,0
99040,Beverly Bonner,0
99043,Dan Biggers,2
99049,John Johnson,2
99053,Ariauna Albright,1
99062,Janus Blythe,0
99067,Melissa Moore,1
99088,Dana Bentley,1
99089,Jasae,1
99090,Don Dowe,2
99093,Dan Montgomery Jr.,2
99096,Brandon Slagle,2
99099,Justin Deas,0
99106,Molinee Green,1
99109,Marcus DeAnda,0
99113,Rita Cortese,0
99115,Jorge Rivera López,0
99116,Ted V. Mikels,2
99117,Lucrecia Capello,0
99121,Arch Hall Sr.,0
99123,Ron Jason,0
99125,Gene Ellison-Jones,0
99126,Dolores Fuller,1
99127,Shanti,1
99128,Robert Southerland,0
99135,Sean Morelli,2
99136,Anton Funtek,0
99137,Scott Blacksher,0
99138,Donna Hamblin,0
99139,Volmar Franz,0
99140,John P. Baniqued,0
99141,Joanna Angel,1
99144,Doug Sakmann,0
99147,Alexandra Boylan,1
99156,Carl Burrows,2
